,document,score,review_score,most_words,Pos_Neu_Neg
78,곱창쌀국수 1단계와 숯불 먹었습니다.곱창은 제입에 맞았고 숯불은 남자친구 입맛에 잘 맞아 둘다 맛있게 먹었어요. 1단계는 약간 뒷맛이 매콤한 정도구요. 곱창도 넉넉히 들어있습니다. 국물도 시원해서 가끔 생각날 것 같아요남자친구는 물에 빠진 고기는 별로 안좋아해서 곱창도 직화로 토치에 한번 구워주면 더 맛있을것 같다고 하더라구요.저희는 일요일 11시 10분쯤 도착해서 바로 들어갔는데 11시30분쯤 되니 사람이 몰려서 웨이팅 있었습니다.,4.0,0.9677,"[('곱창', 4), ('단계', 2), ('숯불', 2), ('남자친구', 2), ('쌀국수', 1), ('제입', 1), ('입맛', 1), ('맛있게', 1), ('약간', 1), ('뒷맛', 1)]",긍정
79,매운 소곱창 쌀국수 이거 주기적으로 생각나는 메뉴! 맛나요!,1.0,0.9037,"[('매운', 1), ('곱창', 1), ('쌀국수', 1), ('거', 1), ('기적', 1), ('메뉴', 1), ('맛', 1), ('요', 1)]",긍정
80,쌀국수 안좋아하는데 존맛.. 곱창쌀국수 진짜맛있음ㅜ 근데 별로 안매워서 매콤하게 드시고싶으면 3단계 이상으로 먹어야할듯,3.0,0.9721,"[('쌀국수', 2), ('좋아하는데', 1), ('존맛', 1), ('곱창', 1), ('진짜', 1), ('맛있음', 1), ('별로', 1), ('매워서', 1), ('매콤', 1), ('단계', 1)]",긍정
81,맛집이라 해서 기대했는데 고냥저냥 평범했다,3.8,0.1039,"[('맛집', 1), ('기대했는데', 1), ('고', 1), ('냥', 1), ('평범했다', 1)]",부정
82,요즘 시대에 잘 이해되지 않는 웨이팅 시스템,3.7,0.7671,"[('요즘', 1), ('시대', 1), ('이해', 1), ('웨이', 1), ('팅', 1), ('시스템', 1)]",긍정
83, 주문 들어가면 (곧바로 바꿔도 되냐고 여쭤봤는데) 절대 변경 안 되는 게 좀 불편,3.2,0.0581,"[('주문', 1), ('곧바로', 1), ('절대', 1), ('변경', 1), ('안', 1), ('게', 1), ('좀', 1), ('불편', 1)]",부정
84, 대신 주문 들어가자마자 조리에 들어가는 만큼 음식이 금방 나온다,4.0,0.6444,"[('대신', 1), ('주문', 1), ('조리', 1), ('만큼', 1), ('음식', 1), ('금방', 1)]",중립
85,꽤 오래전에 다녀왔던 가게인데..곱창 씹으면 나오는 곱이 보통은 기분좋게 해주는데,3.4,0.9371,"[('꽤', 1), ('가게', 1), ('곱창', 1), ('곱', 1), ('보통', 1), ('기분', 1), ('좋게', 1)]",긍정
86,여기는 냄새가 다음 젓가락을 들기 힘들게 했다.일행도 그냥 적당히 먹고 내려놓음.난 곱창쌀국수랑 안맞나보다.(직원분들은 친절하심),3.7,0.6543,"[('냄새', 1), ('다음', 1), ('젓가락', 1), ('힘들게', 1), ('일행', 1), ('그냥', 1), ('적당히', 1), ('내려놓음', 1), ('난', 1), ('곱창', 1)]",중립
87,맛있음. 점심 피크일때도 회전율 빠른편. 직원들 신속하고 친절함. 매운 곱창 쌀국수 깔끔하게 매워서 좋음.,3.7,0.9821,"[('맛있음', 1), ('점심', 1), ('피크', 1), ('때', 1), ('회전', 1), ('율', 1), ('빠른', 1), ('편', 1), ('직원', 1), ('신속하고', 1)]",긍정
88,홀에 파리가 날아다녀요. 주방 상태 안봐도 뻔하네요..,3.2,0.1382,"[('홀', 1), ('파리', 1), ('주방', 1), ('상태', 1), ('뻔하네요', 1)]",부정
89,일행이 다 와야 입장 가능하다고 해서 밖에서 대기하고 있다가,3.7,0.2038,"[('일행', 1), ('입장', 1), ('가능하다고', 1), ('밖', 1), ('대기', 1), ('있다가', 1)]",부정
90, 일행 다 온 뒤에 저희 번호 불러주실 때까지 기다리고 있었어요그후 직원분께서 일행 다왔냐고 물으시길래 다왔다고 하니까 일행이 다 오면 말을 하세요저희가 일행왔는지 일일이 챙길 수 없어요라고 사람 민망하게 큰소리로 얘기하셨는데 어이가 없네요ㅋㅋ 그럼 직원이 챙겨야지 손님이 일일이 챙기나요? 저희가 밖에서 매장 테이블 상황을 어떻게 아나요?? 다오면 얘기해달라고 미리 말하든지저희보다 다른 팀들 먼저 들여보내길래 4인 자리 나오면 부르시겠거니하고 기다렸더니 혼났네요 장사 잘되고 바쁜 건 알겠는데 좀 친절했으면,3.4,0.0472,"[('일행', 4), ('저희', 4), ('직원', 2), ('말', 2), ('일일이', 2), ('얘기', 2), ('온', 1), ('뒤', 1), ('번호', 1), ('때', 1)]",부정
91,진짜 맛있었는데 다음에 다시 가야겠다 했는데집에 와서 저랑 일행 둘다 탈이 났어요 음식 뭔 문제가 있나요? 위생적 문제가 있나?,3.3,0.8728,"[('문제', 2), ('진짜', 1), ('맛있었는데', 1), ('다음', 1), ('다시', 1), ('집', 1), ('저', 1), ('일행', 1), ('탈', 1), ('음식', 1)]",긍정
92,맛있고 친절한데 자리있는데 늦게 부르는건 뭔지 모르겠음.. ㅎㅎ,3.9,0.9733,"[('맛있고', 1), ('친절한데', 1), ('자리있는데', 1)]",긍정
93,회전율도 좋고 맛있으나 테이블이 좁아 메뉴를 많이 시키기가 힘드네요 그러나 잡내없이 깔끔하게 맛있어요!,4.0,0.9972,"[('회전', 1), ('율도', 1), ('좋고', 1), ('맛있으나', 1), ('테이블', 1), ('좁아', 1), ('메뉴', 1), ('기', 1), ('힘드네요', 1), ('깔끔하게', 1)]",긍정
94,직화소고기 쌀국수 국물 진해서 맛있음. 다음번에는 곱창을 도전해볼 예정기대안한 스프링롤? 새우쉬림프롤이 맛도리였음... 하지만 30분이상은 줄서지않겠다.,4.5,0.9464,"[('직화', 1), ('소고기', 1), ('쌀국수', 1), ('국물', 1), ('진해서', 1), ('맛있음', 1), ('다음', 1), ('번', 1), ('곱창', 1), ('도전', 1)]",긍정
95,강남 해커스 현강러라서 이곳저곳 혼밥하러 다니는데,4.1,0.7442,"[('곳', 2), ('강남', 1), ('해커스', 1), ('현강러', 1), ('혼밥', 1)]",긍정
96, 23년인생 쌀국수 쳐돌이로서 감히 말하자면 사실 요즘 쌀국수집은 본인 취향에따라 선호하는곳이 다 다를정도로 맛도 상향평준화 돼있고 현지맛보다는 대중적으로 다들 좋아할만한 맛이 많지만 땀땀은 한번 가볼만한,3.6,0.9408,"[('맛', 3), ('쌀국수', 2), ('돌이', 1), ('로서', 1), ('감히', 1), ('말', 1), ('사실', 1), ('요즘', 1), ('본인', 1), ('취향', 1)]",긍정
97, 재방문 할만한 식당이라고 봅니다. 전 한달내에 3번 방문할정도로 땀땀은 매우 친절한 직원들,3.2,0.9665,"[('방문', 2), ('재', 1), ('식당', 1), ('전', 1), ('달내', 1), ('번', 1), ('정도', 1), ('땀땀', 1), ('매우', 1), ('친절한', 1)]",긍정
98, 기복없는 맛과 고기의 질과 양,3.4,0.029,"[('기복', 1), ('없는', 1), ('맛', 1), ('고기', 1), ('질', 1), ('양', 1)]",부정
99, 웨이팅이 많아서 그렇지 꽤 빠른 회전율로 인해 재방문 하기에 충분하다고 생각합니다. 11시 반부터 두시까지는 웨이팅이 무조건 있다고 생각하고 찾아가시고,2.2,0.9661,"[('웨이팅', 2), ('생각', 2), ('많아서', 1), ('그렇지', 1), ('꽤', 1), ('빠른', 1), ('회전', 1), ('율', 1), ('인해', 1), ('재', 1)]",긍정
100, 혼밥석이 있는데 혼밥 하시는분이 많이 안계셔서 혼자 찾아가면 웨이팅시간이 많이 줄어듭니다!,4.4,0.7087,"[('혼밥석', 1), ('있는데', 1), ('혼밥', 1), ('분', 1), ('계셔서', 1), ('혼자', 1), ('웨이', 1), ('팅', 1), ('시간', 1), ('듭', 1)]",긍정
101,내 옆자리 3자리는 비워져있는데 밖에는 사람이 기다려져있음 심지어 카운터 양 옆 두자리씩 비워져있음. 예전에 노티드가 했었던 그 느낌대로 일부러 줄 세우려고 어그로 끄는듯한 느낌. 맛은 괜찮. 그냥 어그로 작작했으면 좋겠음. 주문하자마자 3분도 안되서 바로 나옴.,3.1,0.0411,"[('옆', 2), ('느낌', 2), ('어그', 2), ('내', 1), ('자리는', 1), ('사람', 1), ('심지어', 1), ('카운터', 1), ('양', 1), ('자리', 1)]",부정
102,곱창쌀국수랑 돼지갈비쌀국수,4.2,0.4291,"[('쌀국수', 2), ('곱창', 1), ('돼지갈비', 1)]",중립
103, 사이드메뉴를 주문했습니다. 음식도 10분 이내로 빨리 나왔습니다. 국물이 엄청 진하고 사이드 튀김메뉴도 엄청 바삭하고 맛있었습니다. 양도 많아서 여자친구는 조금 남길 정도였습니다. 두 번째 방문인데,1.0,0.6608,"[('사이드', 2), ('메뉴', 2), ('주문', 1), ('음식', 1), ('이내', 1), ('국물', 1), ('진하고', 1), ('튀김', 1), ('바삭', 1), ('맛있었습니다', 1)]",긍정
104, 대만족입니다. 줄서실 분들은 일단 매장에 들어가셔서 번호표 받으셔야합니다. 참고하세요~,3.0,0.827,"[('만족', 1), ('입니다', 1), ('줄', 1), ('분', 1), ('일단', 1), ('매장', 1), ('번호', 1), ('표', 1), ('야합니다', 1), ('참고', 1)]",긍정
105,흠… 별론데…. 웨이팅할 맛은 아님.. 진짜…,4.8,0.0444,"[('흠', 1), ('론데', 1), ('웨이', 1), ('팅할', 1), ('맛', 1), ('아님', 1), ('진짜', 1)]",부정
106,곱창쌀국수는 맛있는데갈비튀김은 비린내가.....,4.8,0.5415,"[('곱창', 1), ('쌀국수', 1), ('맛있는데', 1), ('갈비', 1), ('튀김', 1), ('비린내가', 1)]",중립
107,쌀국수 만원. 양 겁나 많습니다.근데 왜 유명한지 모르겠습니다...그냥 모두가 아는 그 쌀국수 맛입니다. 평일 11시에 가서 11시 30분에 나왔는데 대기 3팀정도 있더라구요. 참고하세요,2.0,0.1541,"[('쌀국수', 2), ('만원', 1), ('양', 1), ('많습니다', 1), ('왜', 1), ('유명한지', 1), ('그냥', 1), ('모두', 1), ('그', 1), ('맛', 1)]",부정
108,음식 잘 나오고 직원분들 넘 친절하세요!,4.0,0.9812,"[('음식', 1), ('직원', 1), ('친절하세요', 1)]",긍정
109,곱창 쌀국수+맥주 조합 좋은 곳.대신 둘다 먹으면 배터지는 곳.,5.0,0.6581,"[('곳', 2), ('곱창', 1), ('쌀국수', 1), ('맥주', 1), ('조합', 1), ('좋은', 1), ('대신', 1), ('배', 1)]",중립
110,고기 많이 들었고 양 짱 많아서 진짜 배부름 근데 웨이팅하고 들어올 정도의 맛인지는 잘..,4.4,0.9413,"[('고기', 1), ('양', 1), ('짱', 1), ('많아서', 1), ('진짜', 1), ('배부름', 1), ('웨이팅', 1), ('정도', 1), ('맛', 1)]",긍정
111,맛있다는데그 정도인지 정말 모르겠음평균임,3.6,0.6311,"[('맛있다는데', 1), ('정도', 1), ('정말', 1), ('평균', 1), ('임', 1)]",중립
112,우삼겹 쌀국수가 기본메뉸데 고기양도 많고 맛도 좋아요!,3.9,0.964,"[('우삼겹', 1), ('쌀국수', 1), ('기본', 1), ('메뉸데', 1), ('고기', 1), ('양도', 1), ('많고', 1), ('맛', 1), ('좋아요', 1)]",긍정
113,직원들 친절,1.0,0.557,"[('직원', 1), ('친절', 1)]",중립
114,맵기단계 빨리 고르라고 성질냄...가게 열때 가서 30분 웨이팅하고 혼나고 왔네요ㅋ맛은 자극적인 맛~,1.0,0.0259,"[('맛', 2), ('단계', 1), ('성질', 1), ('가게', 1), ('때', 1), ('웨이팅', 1), ('자극', 1)]",부정
115,그 갈비에 양념한 그거 무지하게 맛있네요.다 맛있습니다.,4.7,0.9496,"[('그', 1), ('갈비', 1), ('양념', 1), ('그거', 1), ('무지하게', 1), ('맛있네요', 1), ('맛있습니다', 1)]",긍정
116,이런 요상한 쌀국수는 처음.. 국물은 진한데 느끼한편 양지쌀국수 11000원인데 라임? 없음 레몬도 없음 심지어 평일저녁조금 전이었는데.. 고추도 베트남고추? 없음 절인양파도 이상한 과일맛나서 넣어 먹지고 못함.. 안에 자리 많은데도 무조건 줄세워놓고.. 리뷰보고갈걸 너무 후회되네요 ㅠ 수저도 이상한 국자같은거라 먹기도 불편..,3.4,0.0022,"[('없음', 3), ('쌀국수', 2), ('고추', 2), ('이상한', 2), ('이런', 1), ('상한', 1), ('처음', 1), ('국물', 1), ('한편', 1), ('양지', 1)]",부정
117,직원이 싸가지가 없음 (최악의 경험 할많하않)맛도 웨이팅할정도 아님 별로임,4.2,0.0018,"[('직원', 1), ('싸가지', 1), ('없음', 1), ('최악', 1), ('경험', 1), ('많하', 1), ('맛', 1), ('웨이', 1), ('팅할', 1), ('정도', 1)]",부정
118,직원분들 친절해요!,4.9,0.8786,"[('직원', 1), ('친절해요', 1)]",긍정
119,직원분들 친절하심,4.9,0.8423,"[('직원', 1), ('친절하', 1), ('심', 1)]",긍정
120,직원분들 친절하세요.평일 저녁 웨이팅 10팀이상 있었는데 회전율 높아서 금방 들어갔어요우삼겹 1단계? 마라탕 좋아하는 사람으로서 너무 맛있었어요. 짜조도 맛있어요,3.4,0.99,"[('직원', 1), ('친절하세요', 1), ('평일', 1), ('저녁', 1), ('웨이', 1), ('팅', 1), ('팀', 1), ('이상', 1), ('있었는데', 1), ('회전', 1)]",긍정
121,직원분 불친절하시고,4.0,0.0673,"[('직원', 1), ('불친절하시고', 1)]",부정
122, 특색은있지만 웨이팅할정도는 아닌..,3.4,0.4938,"[('특색', 1), ('있지만', 1), ('웨이', 1), ('팅', 1), ('정도', 1), ('아닌', 1)]",중립
123,데이트하기 좋겠다..,4.8,0.8054,"[('데이트', 1), ('좋겠다', 1)]",긍정
124,베트남은 땀땀이지.,3.0,0.3153,"[('베트남', 1), ('땀땀', 1)]",부정
125,그냥 평범한맛!,2.6,0.098,"[('그냥', 1), ('평범한', 1), ('맛', 1)]",부정
126,직원이 너무 싸가지없네요,4.1,0.0643,"[('직원', 1), ('싸가지', 1), ('없네요', 1)]",부정
127,한참 웨이팅하고 들어가서 받아본 쌀국수 ㅠㅠ 한 입 먹는 순간 쌀국수의 맛이 하나도 안 느껴졌어요… 기대했는데 정말 동네 쌀국수집 아무데나 가도 여기보단 맛있을거에요… 전혀 쌀국수 맛이 아닌… 15000원 너무 아까워요,4.2,0.0012,"[('쌀국수', 4), ('맛', 2), ('한참', 1), ('웨이팅', 1), ('입', 1), ('순간', 1), ('하나', 1), ('안', 1), ('기대했는데', 1), ('정말', 1)]",부정
128,Super cool experience and good food! I ordered the fire charcoal grilled pho where they blast the pho meat and veggies with a torch in front of you before they hand it to you. The quantity of the food is a lot which makes the price so worth the bowl. Since they torch it,4.2,0.4542,[],중립
129, you can really taste a hint of smokiness when you eat the pho. it was really interesting and pretty delicious! the place is pretty busy so you may need to go inside and get a number from the cash register and wait in line for them to call you when a table is available. Once seated,2.9,0.4542,[],중립
130, you order from the table iPad and soon your food comes out. It was very fast! I ordered and like literally 30 seconds later they were out torching our pho for us. I was stuffed and pretty satisfied with our meal. They add a ton of bean sprouts and noodles and meat that the bowl was so deceptive. It didn't look that big but once you dig in,4.5,0.4542,[],중립
131, it's a lot of food. Next time I want to try the spicy red broth one I see so many other people ordering too.,5.0,0.4542,[],중립
132,웨이팅이 꽤 길지만 소문대로 맛있더라는❤,3.6,0.9772,"[('웨이팅', 1), ('꽤', 1), ('길', 1), ('소문', 1), ('맛있더라는', 1)]",긍정
133,말해뭐해ㅠ 강남 가면 무조건 땀땀 쌀국수 먹는 편오랜만에 갔더니 매장 입구 대기 의자가 싹 사라져서 깔끔하고 보기 좋더라엄청 바쁜데도 직원분들 다 친절하고 회전율도 빨라서 주말 점심 시간에 웨이팅 10분하고 들어감,4.2,0.984,"[('말', 1), ('뭐해', 1), ('강남', 1), ('가면', 1), ('무조건', 1), ('땀땀', 1), ('쌀국수', 1), ('편', 1), ('만', 1), ('매장', 1)]",긍정
134,이 가격에 이정도면 맛있는거 아닌가ㅋ,4.4,0.608,"[('이', 1), ('가격', 1), ('정도', 1), ('맛있는거', 1), ('아닌가', 1)]",중립
135,유명하다는데.. 그냥 마라탕 맛...,5.0,0.2482,"[('유명하다는데', 1), ('그냥', 1), ('마라', 1), ('탕', 1), ('맛', 1)]",부정
136,포 루얻(매운 소곱창),3.0,0.466,"[('포', 1), ('루얻', 1), ('매운', 1), ('곱창', 1)]",중립
137, 포 느엉(직화 소고기),3.6,0.3645,"[('포', 1), ('느엉', 1), ('직화', 1), ('소고기', 1)]",중립
138, 승란(돼지갈비 튀김) 면을 미리 삶아놨는지 조금 뿔은 느낌이었고,4.4,0.6463,"[('승란', 1), ('돼지갈비', 1), ('튀김', 1), ('면', 1), ('미리', 1), ('조금', 1), ('뿔', 1)]",중립
139, 곱창보다는 직화 소고기가 더 맛있었다-너무 기대를 해서인지 생각이하의 맛이었지만 다른 메뉴도 먹어보러 재방문은 또 해보고 싶다.,4.5,0.9368,"[('곱창', 1), ('직화', 1), ('소고기', 1), ('더', 1), ('맛있었다', 1), ('기대', 1), ('생각', 1), ('하의', 1), ('맛', 1), ('다른', 1)]",긍정
140,엄청난 맛집까진 아님,3.8,0.767,"[('엄청난', 1), ('맛집', 1), ('아님', 1)]",긍정
141,곱창쌀국수 생각날 때 찾아가는데 후... 맛있어요.인기가 많아서 대기가 항상 있지만 회전이 빨라서 생각보단 빨리 앉아서 먹을 수 있습니다.,3.2,0.9823,"[('곱창', 1), ('쌀국수', 1), ('때', 1), ('후', 1), ('맛있어요', 1), ('인기', 1), ('많아서', 1), ('대기', 1), ('항상', 1), ('있지만', 1)]",긍정
142,주문 후 1분만에 메뉴 나옴. 삶아진 면에 국물만 부어서 나와서 면이 뭉쳐있고 국물이 면 사이사이로 안들어갑니다. 곱창쌀국수의 곱창은 비려서 먹을수가 없어요. 세상에.. 이렇게 냄새나는 곱창이라니.. 직원분들 모두 친절합니다. 다만 가장 기본인 음식이 맛이없어요!!,4.7,0.002,"[('면', 3), ('곱창', 3), ('국물', 2), ('없어요', 2), ('주문', 1), ('후', 1), ('메뉴', 1), ('부어', 1), ('사이사이', 1), ('쌀국수', 1)]",부정
143,기대를 너무 많이 했을까요ㅠㅠ 기대이하였지만 그래도 맛있게 잘 먹고왔습니다! 너무 기대 안하시고 가시면 충분히 맛있게 드실 수 있으실거예요,3.4,0.9537,"[('기대', 2), ('맛있게', 2), ('가시', 1), ('충분히', 1), ('수', 1), ('있으실거예요', 1)]",긍정
144,멀리서 오신 손님이 땀땀을 방문해보고 싶으시다고 하셔서 방문하게 되었습니다. 메뉴는,4.1,0.7693,"[('방문', 2), ('멀리', 1), ('오신', 1), ('손님', 1), ('땀땀', 1), ('메뉴', 1)]",긍정
145, 메인 곱창 쌀국수와 껌승을 시켰습니다.제가 받은 껌승은 밥이 오래전에 조리했다가 얼려놓은 다음,1.5,0.8553,"[('메인', 1), ('곱창', 1), ('쌀국수', 1), ('껌승', 1), ('제', 1), ('껌', 1), ('승은', 1), ('밥', 1), ('조리', 1), ('다음', 1)]",긍정
146, 급하게 해동해서 다 밥알이 풀어지지 않은채로 서빙 되었습니다. 사진으로 봤을 때 바로 조리한 계란 및 고기 토핑 같은 것으로 통해 커버가 되어 보이지만 맛이 정말 없었습니다. 손님은 곱창 쌀국수 2단계,3.7,0.0965,"[('급하게', 1), ('해동', 1), ('밥알', 1), ('채', 1), ('서빙', 1), ('사진', 1), ('때', 1), ('바로', 1), ('조리', 1), ('계란', 1)]",부정
147, 적당히 맵고 맛있다고 평 해주셨는데,3.3,0.8469,"[('적당히', 1), ('맵', 1), ('맛있다고', 1), ('평', 1)]",긍정
148, 여기 방문한 목적이 처음 부터 손님이 드시고 싶은거 드시는 거였으니,1.2,0.7764,"[('여기', 1), ('방문', 1), ('목적', 1), ('처음', 1), ('부터', 1), ('손님', 1), ('거', 1)]",긍정
149, 딱히 이 메뉴에 대해서는 문제는 없습니다. 서비스나 대응 부분에서도 약 4명의 남자 스텝분들을 봤을때: 웨이팅,4.3,0.3516,"[('딱히', 1), ('이', 1), ('메뉴', 1), ('대해', 1), ('문제', 1), ('없습니다', 1), ('서비스', 1), ('대응', 1), ('부분', 1), ('약', 1)]",중립
150, 자리 안내,4.0,0.4181,"[('자리', 1), ('안내', 1)]",중립
151, 메뉴 선택 까지 세분은 정말 친절하셨는데,3.2,0.9459,"[('메뉴', 1), ('선택', 1), ('세분', 1), ('정말', 1), ('친절하셨는데', 1)]",긍정
152, 저희 옆 테이블 정리 주신/메뉴 오더 받고 계시는 매니저 한 분이랑 언짢은 일이 있어서 별 2개로 남겨놓습니다. 껌승을 안 먹더라도,3.8,0.1698,"[('저희', 1), ('옆', 1), ('테이블', 1), ('정리', 1), ('주신', 1), ('메뉴', 1), ('계시는', 1), ('매니저', 1), ('분', 1), ('언짢은', 1)]",부정
153, 이러한 매너와 커뮤니케이션을 하시는 매니저 분 때문에 다시는 안 올 예정입니다.,3.2,0.4134,"[('이러한', 1), ('매너', 1), ('커뮤니케이션', 1), ('매니저', 1), ('분', 1), ('때문', 1), ('안', 1), ('예정', 1), ('입니다', 1)]",중립
154,쌀국수 좋아하는데 여긴 아녔어요. 면도 뚝뚝 끊기고 안깔끔한맛 고기나 곱창은 괜찮았는데 면이 많이 아쉽네요. 짜조는 한입먹고 물리더라고요. 비주얼은 굳,3.9,0.9551,"[('쌀국수', 1), ('좋아하는데', 1), ('아녔어요', 1), ('면도', 1), ('뚝뚝', 1), ('깔끔한', 1), ('맛', 1), ('고기', 1), ('곱창', 1), ('괜찮았는데', 1)]",긍정
155,쌀국수는 땀땀이죠! 다른 지점 다녀도 여기만한곳이 없어요. 최고 최고,3.8,0.9899,"[('최고', 2), ('쌀국수', 1), ('땀', 1), ('다른', 1), ('지점', 1), ('기만', 1), ('곳', 1), ('없어요', 1)]",긍정
156,맛있어요소곱창이랑 양지 쌀국수,1.5,0.9062,"[('맛있어', 1), ('요소', 1), ('곱창', 1), ('양지', 1), ('쌀국수', 1)]",긍정
157, 분짜 시키면 딱 좋은 조합,3.5,0.7911,"[('분', 1), ('좋은', 1), ('조합', 1)]",긍정
158,명성과 웨이팅에 비해 맛은 쏘쏘..,3.9,0.0822,"[('명성', 1), ('웨이팅', 1), ('맛', 1)]",부정
159,소곱창 쌀국수 1단계-먹기 편한 맵기에 마라맛이 조금 남 소곱창 많고 너무너무 맛있음 보양 쌀국수-고기가 엄청 많고 깊은 국물 맛있음최고최고 담에 또 갈래요다만 사람 많아서 정신없음ㅜㅜ 맛집이라는반증이겠죠,4.5,0.9752,"[('곱창', 2), ('쌀국수', 2), ('많고', 2), ('맛있음', 2), ('최고', 2), ('단계', 1), ('먹기', 1), ('편한', 1), ('마라', 1), ('맛', 1)]",긍정
160,너무 매웠으나,4.4,0.3508,"[('매웠으나', 1)]",중립
161, 곱창은 많았음.기본 쌀국수 먹을 것.싸이드가 맛있음다만 가성비는 안좋음,4.0,0.6043,"[('곱창', 1), ('많았음', 1), ('기본', 1), ('쌀국수', 1), ('것', 1), ('이드', 1), ('맛있음', 1), ('다만', 1), ('가성', 1), ('안좋음', 1)]",중립
162,프리미엄 보양 쌀국수 모든고기가 들어있어요느끼한거 못드시는분 CU에서 꼬마김치 사서가세요많이 느끼합니다,3.5,0.0631,"[('프리미엄', 1), ('보양', 1), ('쌀국수', 1), ('고기', 1), ('느끼한거', 1), ('분', 1), ('꼬마', 1), ('김치', 1), ('느끼합니다', 1)]",부정
163,일단 직원분들이 엄청 친절하십니다...소곱창 냄새도 안 나고 국물이 딱 먹기 좋을 정도로 매콤해서 만족스러웠어요혼자 가서 먹었는데 다음에는 친구들 데리고 가고 싶어욧!,4.7,0.9879,"[('일단', 1), ('직원', 1), ('친절하십니다', 1), ('곱창', 1), ('냄새', 1), ('안', 1), ('국물', 1), ('먹기', 1), ('좋을', 1), ('정도', 1)]",긍정
0,가격대비 퀄리티가 너무 떨어짐.. 강남이라서가 아님,3.5,0.0346,"[('가격', 1), ('대비', 1), ('퀄리티', 1), ('강남', 1), ('아님', 1)]",부정
1,솔직히 점심 세트 16,4.0,0.5903,"[('솔직히', 1), ('점심', 1), ('세트', 1)]",중립
2,000원은 양심 없는 거 아닌가요? 난은 그럭저럭 먹을만한데 커리는 가격에 맞는 퀄리티 절대 아님.  두번다시 방문할 일은 없을듯?,1.0,0.0075,"[('양심', 1), ('없는', 1), ('거', 1), ('아닌가요', 1), ('난', 1), ('데', 1), ('커리', 1), ('가격', 1), ('퀄리티', 1), ('절대', 1)]",부정
0,주문 후 엄청 늦게 나옵니다그리고 재료들이 싱싱하지 않아요 꼬막은 음식물쓰레기 급입니다 여러개 시키고 다 버리고 나왔습니다,4.0,0.0052,"[('주문', 1), ('후', 1), ('재료', 1), ('싱싱하지', 1), ('꼬막', 1), ('음식물', 1), ('쓰레기', 1), ('급', 1), ('입니다', 1), ('개', 1)]",부정
1,우선 음식 시킨지 40분 정도 되어서 음식 두개가 나왔는데요.. 그래도 맛있으면 된다 마인드였는데 음식 주문을 제대로 넣어주신건지 메뉴판에 있는 음식과 전혀 다른 음식 : 예) 돼지새우볶음+밥 인데 새우가 없다던지,4.4,0.3404,"[('음식', 5), ('새우', 2), ('우선', 1), ('정도', 1), ('개', 1), ('맛있으면', 1), ('마인드', 1), ('주문', 1), ('제대로', 1), ('신건', 1)]",중립
2, 똠암누들을 시켰는데 양념이 똠얌 향/맛이 전혀 안난 음식을 주신다던지 했습니다.. 실망 그자체 그리고 에피타이저인 파파야샐러드를 맨 마지막에 주셔서 결국 못먹었습니다. 그나마 팟타이는 맛이 있었습니다.오래 기다리실 수 있으며 메뉴와 다른 음식이 나와도 괜찮으시면 방문하세요 태국분들이 많이 방문하시는 현지 맛집인건 확실합니다^^,4.8,0.0204,"[('맛', 2), ('음식', 2), ('방문', 2), ('똠', 1), ('누', 1), ('양념', 1), ('똠얌', 1), ('향', 1), ('전혀', 1), ('안', 1)]",부정
